"gameId","playId","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber"
2018110410,2092,2,"Extra Point","Kick Attempt Good",30932,15,"01:57:00",16,10,NA,25
2018110410,2614,3,"Extra Point","Kick Attempt Good",32386,15,"11:18:00",17,16,NA,25
2018110410,3727,4,"Extra Point","Kick Attempt Good",30932,15,"10:06:00",23,17,NA,25
2018110410,3925,4,"Extra Point","Kick Attempt Good",30932,15,"07:20:00",30,17,NA,25
2018110500,299,1,"Field Goal","Kick Attempt No Good",40775,20,"10:35:00",0,0,38,90
2018110500,560,1,"Extra Point","Kick Attempt Good",40775,15,"06:12:00",6,0,NA,95
2018110500,1287,2,"Extra Point","Kick Attempt Good",34707,15,"09:35:00",7,6,NA,95
2018110500,1654,2,"Extra Point","Kick Attempt Good",34707,15,"04:11:00",7,13,NA,95
2018110500,1952,2,"Extra Point","Kick Attempt Good",40775,15,"00:39:00",13,14,NA,25
2018110500,2583,3,"Extra Point","Kick Attempt Good",34707,15,"05:44:00",14,20,NA,25
2018110500,3100,4,"Field Goal","Kick Attempt No Good",34707,9,"11:02:00",14,21,28,101
2018110500,3457,4,"Extra Point","Kick Attempt Good",34707,15,"04:38:00",14,27,NA,95
2018110800,243,1,"Extra Point","Kick Attempt Good",35102,15,"10:29:00",0,6,NA,95
2018110800,299,1,"Extra Point","Kick Attempt Good",41953,15,"10:18:00",6,7,NA,25
2018110800,374,1,"Extra Point","Kick Attempt Good",41953,15,"10:05:00",13,7,NA,25
2018110800,706,1,"Extra Point","Kick Attempt Good",41953,15,"04:35:00",20,7,NA,25
2018110800,1212,2,"Field Goal","Kick Attempt Good",41953,32,"09:51:00",21,7,50,78
2018110800,1505,2,"Extra Point","Kick Attempt Good",35102,15,"05:04:00",24,13,NA,25
2018110800,1622,2,"Extra Point","Kick Attempt Good",41953,15,"03:08:00",30,14,NA,95
2018110800,2353,3,"Extra Point","Kick Attempt Good",41953,15,"08:18:00",37,14,NA,95
2018110800,2742,3,"Extra Point","Kick Attempt Good",41953,15,"00:18:00",44,14,NA,95
2018110800,2849,4,"Extra Point","Kick Attempt Good",41953,15,"14:55:00",51,14,NA,25
2018110800,3322,4,"Extra Point","Kick Attempt Good",35102,15,"05:35:00",52,20,NA,95
2018111100,248,1,"Extra Point","Kick Attempt No Good",41688,15,"11:22:00",6,0,NA,95
2018111100,810,1,"Extra Point","Kick Attempt Good",41688,15,"00:38:00",12,0,NA,95
2018111100,1075,2,"Extra Point","Kick Attempt No Good",41688,15,"11:24:00",19,0,NA,25
2018111100,1413,2,"Extra Point","Kick Attempt Good",41688,15,"08:14:00",25,0,NA,25
2018111100,1833,2,"Extra Point","Kick Attempt Good",31446,15,"01:05:00",26,6,NA,95
2018111100,2265,3,"Field Goal","Kick Attempt No Good",41688,23,"11:13:00",26,10,41,87
2018111100,2408,3,"Field Goal","Kick Attempt No Good",41688,16,"08:48:00",26,10,34,94
2018111101,446,1,"Extra Point","Kick Attempt Good",43689,15,"06:30:00",0,6,NA,95
2018111101,684,1,"Extra Point","Kick Attempt Good",38691,15,"01:56:00",6,7,NA,25
2018111101,904,2,"Extra Point","Kick Attempt Good",43689,15,"13:33:00",7,13,NA,25
2018111101,1353,2,"Extra Point","Kick Attempt Good",43689,15,"05:34:00",7,20,NA,25
2018111101,1741,2,"Extra Point","Kick Attempt Good",43689,15,"01:22:00",7,27,NA,25
2018111101,1941,2,"Extra Point","Kick Attempt Good",43689,15,"00:02:00",7,34,NA,25
2018111101,2296,3,"Field Goal","Kick Attempt Good",43689,11,"09:08:00",7,35,29,21
2018111101,2705,3,"Extra Point","Kick Attempt Good",43689,15,"02:25:00",7,44,NA,25
2018111101,3015,4,"Field Goal","Kick Attempt Good",43689,24,"11:25:00",7,45,42,86
2018111101,3242,4,"Field Goal","Kick Attempt Good",43689,23,"07:22:00",7,48,41,87
2018111101,3442,4,"Extra Point","Kick Attempt Good",38691,15,"04:42:00",13,51,NA,25
2018111102,566,1,"Extra Point","Kick Attempt Good",46634,15,"04:36:00",6,0,NA,95
2018111102,936,2,"Field Goal","Kick Attempt Good",38851,22,"12:22:00",7,0,40,88
2018111102,1307,2,"Extra Point","Kick Attempt Good",38851,15,"05:04:00",7,9,NA,95
2018111102,1597,2,"Extra Point","Kick Attempt Good",46634,15,"00:55:00",13,10,NA,25
2018111102,1987,3,"Extra Point","Kick Attempt Good",46634,15,"10:27:00",20,10,NA,25
2018111102,2177,3,"Extra Point","Kick Attempt Good",46634,15,"08:45:00",27,10,NA,25
2018111103,474,1,"Extra Point","Kick Attempt Good",32386,15,"06:07:00",6,0,NA,95
2018111103,776,1,"Field Goal","Kick Attempt Good",46298,19,"01:22:00",7,0,37,29
2018111103,893,2,"Extra Point","Kick Attempt Good",32386,15,"14:53:00",13,3,NA,25
2018111103,1139,2,"Field Goal","Kick Attempt Good",46298,7,"10:33:00",14,3,25,103
2018111103,1605,2,"Field Goal","Kick Attempt Good",46298,29,"02:54:00",14,6,47,81
2018111103,2401,3,"Field Goal","Kick Attempt Good",46298,22,"11:43:00",14,9,40,32
2018111103,2543,3,"Extra Point","Kick Attempt Good",32386,15,"09:33:00",20,12,NA,95
2018111103,2715,3,"Extra Point","Kick Attempt Good",32386,15,"07:25:00",27,12,NA,95
2018111103,3407,4,"Field Goal","Kick Attempt Good",32386,20,"08:57:00",28,12,38,30
2018111104,221,1,"Extra Point","Kick Attempt Good",21213,15,"11:26:00",6,0,NA,95
2018111104,669,1,"Extra Point","Kick Attempt Good",43068,15,"02:58:00",7,6,NA,25
2018111104,867,1,"Extra Point","Kick Attempt Good",21213,15,"00:00:00",13,7,NA,95
2018111104,1220,2,"Extra Point","Kick Attempt Good",21213,15,"09:19:00",20,7,NA,25
2018111104,1392,2,"Extra Point","Blocked Kick Attempt",43068,15,"05:53:00",21,13,NA,95
2018111104,2126,2,"Field Goal","Kick Attempt Good",43068,10,"00:09:00",29,13,28,100
2018111104,2472,3,"Field Goal","Non-Special Teams Result",NA,30,"10:37:00",29,16,NA,40
2018111104,2652,3,"Extra Point","Kick Attempt Good",43068,15,"06:25:00",29,22,NA,25
2018111104,2977,3,"Field Goal","Kick Attempt No Good",43068,34,"01:02:00",29,23,52,44
2018111104,3730,4,"Field Goal","Kick Attempt Good",43068,37,"04:08:00",29,23,55,73
2018111104,3889,4,"Field Goal","Kick Attempt No Good",21213,34,"02:58:00",29,26,52,44
2018111105,131,1,"Extra Point","Kick Attempt Good",45046,15,"14:04:00",6,0,NA,95
2018111105,511,1,"Extra Point","Kick Attempt Good",23860,15,"08:03:00",7,6,NA,25
2018111105,761,1,"Field Goal","Kick Attempt Good",45046,27,"03:05:00",7,7,45,83
2018111105,1110,2,"Field Goal","Kick Attempt Good",45046,28,"12:35:00",10,7,46,38
2018111105,1503,2,"Extra Point","Kick Attempt Good",45046,15,"05:31:00",19,7,NA,25
2018111105,2356,3,"Extra Point","Kick Attempt Good",23860,15,"07:48:00",20,13,NA,25
2018111106,94,1,"Extra Point","Kick Attempt Good",33469,15,"14:11:00",0,6,NA,25
2018111106,767,1,"Extra Point","Kick Attempt Good",33469,15,"02:12:00",0,13,NA,25
2018111106,1030,2,"Field Goal","Kick Attempt Good",33469,36,"13:57:00",0,14,54,74
2018111106,1367,2,"Extra Point","Kick Attempt Good",33469,15,"07:58:00",0,23,NA,95
2018111106,1835,2,"Extra Point","Kick Attempt Good",33469,15,"00:42:00",0,30,NA,95
2018111106,2084,2,"Field Goal","Kick Attempt Good",41175,37,"00:02:00",0,31,55,47
2018111106,2562,3,"Extra Point","Kick Attempt Good",41175,15,"06:32:00",9,31,NA,25
2018111106,2887,3,"Extra Point","Kick Attempt Good",33469,15,"00:33:00",10,37,NA,95
2018111106,3665,4,"Field Goal","Kick Attempt Good",33469,13,"02:47:00",10,38,31,23
2018111107,811,1,"Field Goal","Kick Attempt Good",40125,25,"00:14:00",0,0,43,35
2018111107,1161,2,"Field Goal","Kick Attempt No Good",41736,12,"08:35:00",0,3,30,22
2018111107,1503,2,"Field Goal","Kick Attempt Good",41736,15,"02:06:00",0,3,33,25
2018111107,1896,2,"Field Goal","Kick Attempt Good",40125,25,"00:24:00",3,3,43,85
2018111107,2540,3,"Field Goal","Kick Attempt No Good",41736,30,"04:12:00",3,6,48,80
2018111107,2801,4,"Extra Point","Kick Attempt Good",40125,15,"14:07:00",3,12,NA,95
2018111107,2974,4,"Field Goal","Kick Attempt Good",40125,8,"12:06:00",3,13,26,102
2018111108,214,1,"Extra Point","Kick Attempt Good",34707,15,"11:29:00",6,0,NA,95
2018111108,389,1,"Field Goal","Kick Attempt Good",30932,34,"09:24:00",7,0,52,44
2018111108,714,1,"Extra Point","Kick Attempt Good",34707,15,"05:58:00",13,3,NA,95
2018111108,944,1,"Field Goal","Kick Attempt Good",34707,15,"02:39:00",14,3,33,95
2018111108,1498,2,"Field Goal","Kick Attempt No Good",30932,34,"09:28:00",17,10,52,76
2018111108,2024,2,"Extra Point","Kick Attempt Good",34707,15,"01:09:00",23,10,NA,25
2018111108,2904,3,"Field Goal","Kick Attempt Good",34707,13,"04:19:00",24,10,31,97
2018111108,3589,4,"Extra Point","Kick Attempt Good",34707,15,"07:13:00",33,10,NA,25
2018111109,648,1,"Field Goal","Kick Attempt Good",46236,27,"02:56:00",0,0,46,83
2018111109,1297,2,"Field Goal","Kick Attempt Good",46342,9,"05:50:00",3,0,27,101
2018111109,1716,2,"Extra Point","Kick Attempt Good",46342,15,"00:24:00",3,9,NA,95
2018111109,1918,3,"Extra Point","Kick Attempt Good",46342,15,"12:32:00",3,16,NA,25
2018111109,2669,4,"Field Goal","Kick Attempt Good",46236,12,"14:53:00",3,17,30,22
2018111109,3055,4,"Field Goal","Kick Attempt Good",46342,22,"07:16:00",6,17,41,88
2018111110,297,1,"Extra Point","Kick Attempt Good",25326,15,"11:16:00",0,6,NA,95
2018111110,575,1,"Extra Point","Kick Attempt Good",38701,15,"06:41:00",6,7,NA,25
2018111110,725,1,"Extra Point","Kick Attempt Good",25326,15,"03:42:00",7,13,NA,95
2018111110,991,2,"Field Goal","Kick Attempt Good",38701,17,"14:53:00",7,14,35,93
2018111110,1653,2,"Extra Point","Kick Attempt Good",38701,15,"02:48:00",16,14,NA,95
2018111110,2231,3,"Field Goal","Kick Attempt Good",38701,19,"09:49:00",17,14,37,29
2018111110,2594,3,"Extra Point","Kick Attempt Good",25326,15,"04:20:00",20,20,NA,95
2018111110,3172,4,"Field Goal","Kick Attempt Good",25326,15,"09:56:00",26,21,33,25
2018111110,3367,4,"Field Goal","Kick Attempt Good",38701,2,"07:39:00",26,24,20,108
2018111110,3500,4,"Extra Point","Kick Attempt Good",38701,15,"05:49:00",35,24,NA,95
2018111110,3880,4,"Extra Point","Kick Attempt Good",25326,15,"01:56:00",36,30,NA,25
2018111111,459,1,"Field Goal","Kick Attempt Good",40775,7,"07:02:00",0,0,25,17
2018111111,1482,2,"Field Goal","Kick Attempt Good",40775,13,"03:45:00",0,3,31,97
2018111111,1735,2,"Field Goal","Kick Attempt Good",44966,38,"01:38:00",0,6,56,48
2018111111,1971,2,"Extra Point","Kick Attempt Good",40775,15,"00:19:00",3,12,NA,95
2018111111,2376,3,"Field Goal","Kick Attempt Good",44966,8,"09:39:00",3,13,26,102
2018111111,2562,3,"Field Goal","Kick Attempt No Good",40775,23,"07:43:00",6,13,42,33
2018111111,2810,3,"Extra Point","Kick Attempt Good",44966,15,"02:08:00",12,13,NA,95
2018111111,3258,4,"Extra Point","Kick Attempt Good",44966,15,"07:27:00",19,20,NA,25
2018111111,3468,4,"Extra Point","Kick Attempt Good",40775,15,"03:19:00",20,26,NA,95
2018111200,300,1,"Field Goal","Kick Attempt Good",30403,35,"10:18:00",0,0,53,45
2018111200,723,1,"Extra Point","Kick Attempt Good",43937,15,"02:43:00",3,6,NA,95
2018111200,984,2,"Extra Point","Kick Attempt Good",30403,15,"13:05:00",9,7,NA,95
2018111200,1711,2,"Field Goal","Kick Attempt Good",43937,2,"01:53:00",10,7,20,12
2018111200,2093,2,"Field Goal","Kick Attempt Good",30403,18,"00:07:00",10,10,36,92
2018111200,2481,3,"Extra Point","Kick Attempt Good",30403,15,"08:09:00",19,10,NA,95
2018111200,2630,3,"Extra Point","Kick Attempt Good",43937,15,"06:36:00",20,16,NA,25
2018111200,2902,3,"Field Goal","Kick Attempt Good",43937,13,"02:14:00",20,17,31,23
2018111200,3685,4,"Field Goal","Kick Attempt Good",30403,12,"02:50:00",20,20,30,22
2018111200,4134,4,"Extra Point","Kick Attempt Good",43937,15,"00:53:00",23,26,NA,95
2018111500,166,1,"Extra Point","Kick Attempt Good",32386,15,"13:46:00",0,6,NA,95
2018111500,391,1,"Field Goal","Kick Attempt No Good",32386,29,"10:51:00",0,7,47,81
2018111500,659,1,"Field Goal","Kick Attempt Good",25326,21,"06:04:00",0,7,39,31
2018111500,860,1,"Extra Point","Kick Attempt Good",32386,15,"03:10:00",3,13,NA,95
2018111500,1541,2,"Extra Point","Kick Attempt Good",25326,15,"08:03:00",9,14,NA,95
2018111500,2012,2,"Extra Point","Kick Attempt Good",32386,15,"00:44:00",17,20,NA,25
2018111500,3482,4,"Field Goal","Kick Attempt Good",32386,18,"08:27:00",20,21,36,28
2018111500,3697,4,"Extra Point","Kick Attempt Good",25326,15,"05:08:00",26,24,NA,95
2018111800,682,1,"Field Goal","Kick Attempt Good",40775,3,"03:00:00",0,0,21,107
2018111800,874,2,"Field Goal","Kick Attempt Good",27091,23,"14:56:00",0,3,41,87
2018111800,1679,2,"Field Goal","Kick Attempt Good",27091,27,"00:34:00",3,3,45,83
2018111800,1998,3,"Field Goal","Kick Attempt Good",40775,32,"10:20:00",6,3,50,78
2018111800,2200,3,"Field Goal","Kick Attempt Good",27091,35,"07:16:00",6,6,53,45
2018111800,2616,4,"Extra Point","Kick Attempt No Good",40775,15,"14:19:00",9,12,NA,25
2018111800,2775,4,"Extra Point","Kick Attempt Good",40775,15,"12:26:00",9,18,NA,25
2018111800,3018,4,"Field Goal","Kick Attempt Good",27091,3,"08:28:00",9,19,21,107
2018111800,3433,4,"Extra Point","Kick Attempt Good",27091,15,"01:52:00",18,19,NA,95
2018111800,3780,4,"Field Goal","Kick Attempt Good",40775,24,"00:03:00",19,19,42,34
2018111801,429,1,"Extra Point","Kick Attempt Good",39470,15,"07:31:00",6,0,NA,95
2018111801,1198,2,"Extra Point","Kick Attempt Good",38691,15,"12:57:00",7,6,NA,95
2018111801,1887,2,"Field Goal","Kick Attempt Good",39470,10,"01:47:00",7,7,28,20
2018111801,2227,2,"Field Goal","Kick Attempt Good",39470,38,"00:05:00",10,7,56,48
2018111801,2829,3,"Extra Point","Kick Attempt Good",38691,15,"05:45:00",13,20,NA,25
2018111801,3566,4,"Field Goal","Kick Attempt Good",39470,6,"08:15:00",21,21,24,16
2018111801,3835,4,"Field Goal","Kick Attempt No Good",38691,33,"04:04:00",24,21,52,77
2018111802,455,1,"Field Goal","Kick Attempt Good",41688,15,"06:02:00",0,0,33,25
2018111802,1863,2,"Field Goal","Kick Attempt Good",41688,23,"00:55:00",11,0,41,87
2018111802,2944,3,"Field Goal","Kick Attempt Good",38134,18,"00:11:00",14,0,36,28
2018111802,3222,4,"Field Goal","Kick Attempt Good",38134,18,"11:51:00",14,3,36,92
2018111802,4213,4,"Field Goal","Kick Attempt Good",41688,30,"02:52:00",22,14,48,40
2018111803,328,1,"Extra Point","Kick Attempt Good",35102,15,"09:27:00",0,6,NA,25
2018111803,680,1,"Extra Point","Kick Attempt Good",31446,15,"02:36:00",6,7,NA,95
2018111803,1673,2,"Field Goal","Kick Attempt Good",31446,36,"00:42:00",7,7,54,46
2018111803,2229,3,"Field Goal","Kick Attempt No Good",35102,16,"09:16:00",10,7,34,94
2018111803,2506,3,"Field Goal","Kick Attempt Good",31446,14,"03:51:00",10,7,32,24
2018111803,3169,4,"Extra Point","Kick Attempt No Good",35102,15,"09:23:00",13,13,NA,25
2018111803,3459,4,"Extra Point","Kick Attempt Good",31446,15,"05:13:00",19,13,NA,95
2018111804,817,1,"Extra Point","Kick Attempt Good",21213,15,"01:15:00",6,0,NA,25
2018111804,1236,2,"Field Goal","Kick Attempt Good",21213,4,"11:04:00",7,0,22,106
2018111804,1468,2,"Extra Point","Kick Attempt Good",21213,15,"07:26:00",16,0,NA,95
2018111804,1775,2,"Extra Point","Kick Attempt Good",21213,15,"02:29:00",23,0,NA,95
2018111804,2112,2,"Field Goal","Kick Attempt Good",34707,24,"00:03:00",24,0,42,34
2018111804,2607,3,"Extra Point","Kick Attempt Good",21213,15,"07:24:00",30,3,NA,25
2018111804,3289,4,"Extra Point","Kick Attempt Good",21213,15,"12:12:00",37,3,NA,95
2018111804,3932,4,"Extra Point","Kick Attempt Good",34707,15,"01:49:00",38,9,NA,25
2018111805,200,1,"Extra Point","Kick Attempt Good",43937,15,"11:42:00",6,0,NA,95
2018111805,825,2,"Extra Point","Kick Attempt Good",43937,15,"13:37:00",13,0,NA,25
2018111805,1296,2,"Extra Point","Kick Attempt Good",41991,15,"04:56:00",14,6,NA,95
2018111805,2015,3,"Extra Point","Kick Attempt Good",43937,15,"14:13:00",20,7,NA,25
2018111805,2440,3,"Field Goal","Kick Attempt Good",43937,33,"07:09:00",21,7,52,43
2018111805,2710,3,"Extra Point","Kick Attempt Good",41991,15,"01:32:00",24,13,NA,95
2018111805,2952,4,"Extra Point","Kick Attempt Good",43937,15,"13:04:00",30,14,NA,95
2018111805,3180,4,"Extra Point","Kick Attempt Good",41991,15,"09:47:00",31,20,NA,25
2018111805,3531,4,"Extra Point","Kick Attempt Good",41991,15,"05:11:00",31,27,NA,25
2018111805,3738,4,"Extra Point","Kick Attempt Good",43937,15,"03:52:00",37,28,NA,95
2018111805,3941,4,"Extra Point","Kick Attempt Good",41991,15,"02:22:00",38,34,NA,25
2018111806,373,1,"Field Goal","Kick Attempt Good",43846,5,"09:35:00",0,0,23,105
2018111806,778,1,"Extra Point","Kick Attempt Good",43846,15,"03:15:00",0,9,NA,95
2018111806,1102,2,"Extra Point","Kick Attempt Good",40125,15,"14:14:00",6,10,NA,95
2018111806,1895,2,"Extra Point","Kick Attempt Good",43846,20,"02:23:00",7,16,NA,30
2018111806,2118,2,"Field Goal","Kick Attempt No Good",43846,26,"00:36:00",7,17,44,36
2018111806,2854,3,"Extra Point","Kick Attempt Good",40125,15,"04:47:00",13,17,NA,25
2018111806,3110,3,"Field Goal","Kick Attempt Good",43846,15,"01:22:00",14,17,33,95
2018111806,3482,4,"Extra Point","Kick Attempt Good",40125,15,"11:57:00",20,20,NA,95
2018111806,3754,4,"Field Goal","Kick Attempt Good",43846,36,"07:35:00",21,20,54,46
2018111806,4206,4,"Field Goal","Kick Attempt No Good",43846,27,"00:56:00",21,23,45,37
2018111806,4378,4,"Field Goal","Kick Attempt No Good",40125,45,"00:08:00",21,23,63,65
2018111807,216,1,"Extra Point","Kick Attempt Good",46236,15,"12:36:00",0,6,NA,95
2018111807,513,1,"Extra Point","Kick Attempt Good",46663,15,"06:14:00",6,7,NA,25
2018111807,999,1,"Extra Point","Kick Attempt Good",46663,15,"00:16:00",13,7,NA,25
2018111807,1428,2,"Extra Point","Kick Attempt Good",46236,15,"08:20:00",14,13,NA,25
2018111807,2944,3,"Field Goal","Kick Attempt Good",46236,2,"00:25:00",14,17,21,108
2018111807,3518,4,"Extra Point","Kick Attempt Good",46663,15,"05:02:00",20,20,NA,95
2018111807,4277,4,"Field Goal","Kick Attempt Good",46236,17,"00:02:00",21,20,35,27
2018111808,518,1,"Field Goal","Kick Attempt Good",46342,28,"07:05:00",0,0,46,82
2018111808,932,1,"Field Goal","Kick Attempt Good",46342,27,"00:45:00",3,0,45,83
2018111808,1730,2,"Extra Point","Kick Attempt Good",46342,15,"02:39:00",12,7,NA,25
2018111808,2567,3,"Extra Point","Kick Attempt No Good",46342,15,"09:56:00",19,7,NA,95
2018111808,2977,3,"Extra Point","Kick Attempt Good",40276,15,"02:24:00",19,13,NA,25
2018111808,3566,4,"Field Goal","Kick Attempt Good",46342,12,"06:51:00",19,20,30,22
2018111808,4332,4,"Field Goal","Kick Attempt Good",40276,16,"00:03:00",22,20,34,94
2018111809,350,1,"Field Goal","Kick Attempt Good",43689,20,"09:16:00",0,0,38,30
2018111809,783,1,"Extra Point","Kick Attempt Good",43689,15,"03:12:00",9,0,NA,25
2018111809,1190,2,"Extra Point","Kick Attempt Good",43689,15,"12:07:00",16,0,NA,95
2018111809,1399,2,"Extra Point","Kick Attempt Good",44966,15,"08:42:00",17,6,NA,25
2018111809,2379,3,"Extra Point","Kick Attempt Good",43689,15,"11:20:00",30,7,NA,25
2018111809,2765,3,"Extra Point","Kick Attempt Good",43689,15,"05:34:00",37,7,NA,25
2018111809,3263,4,"Extra Point","Kick Attempt Good",43689,25,"13:15:00",44,7,NA,85
2018111810,942,2,"Field Goal","Kick Attempt Good",43068,30,"13:15:00",0,0,48,40
2018111810,1181,2,"Field Goal","Kick Attempt Good",43068,20,"08:34:00",3,0,38,30
2018111810,1532,2,"Field Goal","Kick Attempt Good",43068,25,"03:41:00",6,0,43,35
2018111810,2941,3,"Extra Point","Kick Attempt Good",43068,15,"02:09:00",15,0,NA,95
2018111810,3880,4,"Extra Point","Kick Attempt Good",41953,15,"02:28:00",16,12,NA,95
2018111810,4308,4,"Extra Point","Kick Attempt Good",41953,15,"00:05:00",16,19,NA,95
2018111900,293,1,"Extra Point","Kick Attempt No Good",38701,15,"12:00:00",6,0,NA,25
2018111900,921,1,"Extra Point","Kick Attempt Good",38701,15,"05:35:00",12,0,NA,25
2018111900,1058,1,"Extra Point","Kick Attempt Good",45046,15,"03:25:00",13,6,NA,95
2018111900,1384,2,"Field Goal","Kick Attempt Good",38701,5,"14:58:00",13,7,23,105
2018111900,1816,2,"Field Goal","Kick Attempt Good",45046,2,"08:09:00",16,7,21,12
2018111900,1948,2,"Extra Point","Kick Attempt Good",45046,15,"06:28:00",16,16,NA,25
2018111900,2306,2,"Extra Point","Kick Attempt Good",38701,15,"01:50:00",22,17,NA,95
2018111900,2567,2,"Extra Point","Kick Attempt No Good",45046,15,"00:13:00",23,23,NA,25
2018111900,3096,3,"Extra Point","Kick Attempt Good",38701,15,"10:52:00",29,23,NA,25
2018111900,3336,3,"Extra Point","Kick Attempt Good",45046,15,"07:09:00",30,29,NA,95
2018111900,3575,3,"Field Goal","Kick Attempt Good",38701,15,"02:29:00",30,30,33,25
2018111900,3640,3,"Extra Point","Kick Attempt Good",38701,15,"02:14:00",39,30,NA,25
2018111900,4158,4,"Extra Point","Kick Attempt Good",45046,15,"12:04:00",40,36,NA,25
2018111900,4317,4,"Extra Point","Kick Attempt Good",45046,15,"11:07:00",40,43,NA,25
2018111900,4497,4,"Extra Point","Kick Attempt Good",38701,15,"09:38:00",46,44,NA,95
2018111900,4948,4,"Extra Point","Kick Attempt Good",45046,15,"02:47:00",47,50,NA,25
2018111900,5173,4,"Extra Point","Kick Attempt Good",38701,15,"01:49:00",53,51,NA,95
2018112200,1324,2,"Extra Point","Kick Attempt Good",31446,15,"09:03:00",6,0,NA,25
2018112200,1622,2,"Field Goal","Kick Attempt Good",41688,22,"04:03:00",7,0,40,88
2018112200,3264,4,"Extra Point","Kick Attempt Good",41688,15,"13:40:00",13,15,NA,95
2018112200,3544,4,"Field Goal","Kick Attempt Good",31446,2,"07:48:00",13,16,20,12
2018112200,3705,4,"Extra Point","Kick Attempt Good",41688,15,"06:00:00",16,22,NA,95
2018112201,301,1,"Extra Point","Kick Attempt Good",40775,15,"10:02:00",6,0,NA,25
2018112201,1318,2,"Extra Point","Kick Attempt Good",40125,15,"07:04:00",7,6,NA,25
2018112201,1756,2,"Field Goal","Kick Attempt Good",40775,10,"01:32:00",7,7,28,100
2018112201,2467,3,"Extra Point","Kick Attempt No Good",40125,15,"09:02:00",10,13,NA,95
2018112201,2643,3,"Extra Point","Kick Attempt Good",40775,15,"06:47:00",16,13,NA,25
2018112201,2923,3,"Extra Point","Kick Attempt Good",40775,15,"02:10:00",23,13,NA,25
2018112201,3166,4,"Extra Point","Kick Attempt Good",40775,15,"14:11:00",30,13,NA,95
2018112201,3378,4,"Extra Point","Kick Attempt Good",40125,15,"11:43:00",31,19,NA,25
2018112201,4235,4,"Field Goal","Kick Attempt Good",40125,13,"01:17:00",31,20,31,23
2018112202,238,1,"Extra Point","Kick Attempt Good",43689,15,"11:11:00",6,0,NA,25
2018112202,791,1,"Field Goal","Kick Attempt Good",27091,14,"02:40:00",7,0,32,96
2018112202,1245,2,"Field Goal","Kick Attempt Good",43689,4,"09:12:00",7,3,22,106
2018112202,1611,2,"Extra Point","Kick Attempt Good",43689,15,"03:20:00",16,3,NA,95
2018112202,2530,3,"Extra Point","Kick Attempt Good",43689,15,"05:59:00",23,3,NA,25
2018112202,2933,3,"Extra Point","Kick Attempt Good",27091,15,"00:22:00",24,9,NA,95
2018112202,3309,4,"Extra Point","Kick Attempt Good",43689,15,"09:27:00",30,10,NA,95
2018112202,4045,4,"Extra Point","Kick Attempt Good",27091,15,"01:51:00",31,16,NA,25
2018112500,442,1,"Extra Point","Kick Attempt Good",46236,15,"08:45:00",0,6,NA,95
2018112500,697,1,"Field Goal","Kick Attempt Good",39470,29,"04:32:00",0,7,47,39
2018112500,1306,2,"Extra Point","Kick Attempt Good",39470,15,"12:45:00",9,7,NA,95
2018112500,1619,2,"Field Goal","Kick Attempt Good",39470,9,"07:14:00",10,7,28,101
2018112500,2066,2,"Field Goal","Kick Attempt Good",46236,23,"02:38:00",13,7,42,33
2018112500,2734,3,"Extra Point","Kick Attempt Good",39470,15,"08:10:00",19,10,NA,25
2018112500,2935,3,"Extra Point","Kick Attempt Good",46236,15,"05:09:00",20,16,NA,95
2018112500,3431,4,"Extra Point","Kick Attempt Good",39470,15,"11:16:00",26,17,NA,95
2018112500,3801,4,"Extra Point","Kick Attempt Good",39470,15,"05:55:00",33,17,NA,95
2018112501,614,1,"Extra Point","Kick Attempt Good",33469,20,"05:02:00",6,0,NA,30
2018112501,1280,2,"Extra Point","Kick Attempt Good",43068,15,"10:58:00",14,6,NA,25
2018112501,1637,2,"Extra Point","Kick Attempt Good",43068,15,"05:30:00",14,13,NA,25
2018112501,3303,3,"Field Goal","Kick Attempt No Good",43068,24,"00:39:00",14,14,42,34
2018112501,3467,4,"Extra Point","Kick Attempt Good",33469,15,"14:52:00",20,14,NA,25
2018112501,4454,4,"Field Goal","Kick Attempt Good",33469,4,"03:09:00",21,14,22,14
2018112501,4723,4,"Extra Point","Kick Attempt Good",43068,15,"01:20:00",24,20,NA,95
2018112502,678,1,"Field Goal","Kick Attempt Good",35102,7,"02:15:00",0,0,26,17
2018112502,1052,2,"Field Goal","Kick Attempt Good",25326,15,"12:45:00",3,0,33,25
2018112502,1422,2,"Extra Point","Kick Attempt Good",35102,15,"06:15:00",9,3,NA,95
2018112502,1621,2,"Extra Point","Kick Attempt Good",25326,15,"02:24:00",10,9,NA,25
2018112502,1885,2,"Field Goal","Kick Attempt Good",35102,7,"00:01:00",10,10,25,103
2018112502,2351,3,"Extra Point","Kick Attempt Good",25326,15,"06:45:00",13,16,NA,25
2018112502,2666,3,"Extra Point","Kick Attempt Good",35102,15,"01:41:00",19,17,NA,95
2018112502,3172,4,"Field Goal","Kick Attempt Good",25326,12,"09:32:00",20,17,30,98
2018112502,3352,4,"Extra Point","Kick Attempt Good",35102,15,"06:57:00",26,20,NA,25
2018112502,3574,4,"Extra Point","Kick Attempt Good",25326,15,"03:26:00",27,26,NA,95
